@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
40,100,0,60,40,0.6,1,0.625,1,0.375,0.769231,0.8,1.25,0.200688
41,100,0,59,41,0.59,1,0.628931,1,0.371069,0.772201,0.795,1.257862,0.203432
42,100,0,58,42,0.58,1,0.632911,1,0.367089,0.775194,0.79,1.265823,0.204069
43,100,0,57,43,0.57,1,0.636943,1,0.363057,0.77821,0.785,1.273885,0.2063
44,100,0,56,44,0.56,1,0.641026,1,0.358974,0.78125,0.78,1.282051,0.208132
45,100,0,55,45,0.55,1,0.645161,1,0.354839,0.784314,0.775,1.290323,0.209782
46,100,0,54,46,0.54,1,0.649351,1,0.350649,0.787402,0.77,1.298701,0.212169
47,100,0,53,47,0.53,1,0.653595,1,0.346405,0.790514,0.765,1.30719,0.212209
48,100,0,52,48,0.52,1,0.657895,1,0.342105,0.793651,0.76,1.315789,0.212216
49,100,0,51,49,0.51,1,0.662252,1,0.337748,0.796813,0.755,1.324503,0.212395
50,100,0,50,50,0.5,1,0.666667,1,0.333333,0.8,0.75,1.333333,0.217455
51,100,0,49,51,0.49,1,0.671141,1,0.328859,0.803213,0.745,1.342282,0.219923
52,100,0,48,52,0.48,1,0.675676,1,0.324324,0.806452,0.74,1.351351,0.220062
53,100,0,47,53,0.47,1,0.680272,1,0.319728,0.809717,0.735,1.360544,0.220982
54,100,0,46,54,0.46,1,0.684932,1,0.315068,0.813008,0.73,1.369863,0.222751
55,100,0,45,55,0.45,1,0.689655,1,0.310345,0.816327,0.725,1.37931,0.224237
56,100,0,44,56,0.44,1,0.694444,1,0.305556,0.819672,0.72,1.388889,0.228752
57,100,0,43,57,0.43,1,0.699301,1,0.300699,0.823045,0.715,1.398601,0.228812
58,100,0,42,58,0.42,1,0.704225,1,0.295775,0.826446,0.71,1.408451,0.230833
59,100,0,41,59,0.41,1,0.70922,1,0.29078,0.829876,0.705,1.41844,0.232058
60,100,0,40,60,0.4,1,0.714286,1,0.285714,0.833333,0.7,1.428571,0.233457
61,100,0,39,61,0.39,1,0.719424,1,0.280576,0.83682,0.695,1.438849,0.236138
62,100,0,38,62,0.38,1,0.724638,1,0.275362,0.840336,0.69,1.449275,0.237876
63,100,0,37,63,0.37,1,0.729927,1,0.270073,0.843882,0.685,1.459854,0.238786
64,100,0,36,64,0.36,1,0.735294,1,0.264706,0.847458,0.68,1.470588,0.240001
65,100,0,35,65,0.35,1,0.740741,1,0.259259,0.851064,0.675,1.481481,0.24125
66,100,0,34,66,0.34,1,0.746269,1,0.253731,0.854701,0.67,1.492537,0.243578
67,100,0,33,67,0.33,1,0.75188,1,0.24812,0.858369,0.665,1.503759,0.246317
68,100,0,32,68,0.32,1,0.757576,1,0.242424,0.862069,0.66,1.515152,0.24942
69,100,0,31,69,0.31,1,0.763359,1,0.236641,0.865801,0.655,1.526718,0.252212
70,100,0,30,70,0.3,1,0.769231,1,0.230769,0.869565,0.65,1.538462,0.261018
71,100,0,29,71,0.29,1,0.775194,1,0.224806,0.873362,0.645,1.550388,0.269239
72,100,0,28,72,0.28,1,0.78125,1,0.21875,0.877193,0.64,1.5625,0.272852
73,100,0,27,73,0.27,1,0.787402,1,0.212598,0.881057,0.635,1.574803,0.276646
74,100,0,26,74,0.26,1,0.793651,1,0.206349,0.884956,0.63,1.587302,0.278275
75,100,0,25,75,0.25,1,0.8,1,0.2,0.888889,0.625,1.6,0.278931
76,100,0,24,76,0.24,1,0.806452,1,0.193548,0.892857,0.62,1.612903,0.281808
77,100,0,23,77,0.23,1,0.813008,1,0.186992,0.896861,0.615,1.626016,0.285996
78,100,0,22,78,0.22,1,0.819672,1,0.180328,0.900901,0.61,1.639344,0.287599
79,100,0,21,79,0.21,1,0.826446,1,0.173554,0.904977,0.605,1.652893,0.288167
80,100,0,20,80,0.2,1,0.833333,1,0.166667,0.909091,0.6,1.666667,0.289045
81,100,0,19,81,0.19,1,0.840336,1,0.159664,0.913242,0.595,1.680672,0.289206
82,100,0,18,82,0.18,1,0.847458,1,0.152542,0.917431,0.59,1.694915,0.292007
83,100,0,17,83,0.17,1,0.854701,1,0.145299,0.921659,0.585,1.709402,0.292708
84,100,0,16,84,0.16,1,0.862069,1,0.137931,0.925926,0.58,1.724138,0.295883
85,100,0,15,85,0.15,1,0.869565,1,0.130435,0.930233,0.575,1.73913,0.299131
86,100,0,14,86,0.14,1,0.877193,1,0.122807,0.934579,0.57,1.754386,0.302035
87,100,0,13,87,0.13,1,0.884956,1,0.115044,0.938967,0.565,1.769912,0.30341
88,100,0,12,88,0.12,1,0.892857,1,0.107143,0.943396,0.56,1.785714,0.308563
89,100,0,11,89,0.11,1,0.900901,1,0.099099,0.947867,0.555,1.801802,0.310301
90,100,0,10,90,0.1,1,0.909091,1,0.090909,0.952381,0.55,1.818182,0.324433
91,100,0,9,91,0.09,1,0.917431,1,0.082569,0.956938,0.545,1.834862,0.325782
92,100,0,8,92,0.08,1,0.925926,1,0.074074,0.961538,0.54,1.851852,0.339753
93,100,0,7,93,0.07,1,0.934579,1,0.065421,0.966184,0.535,1.869159,0.345569
94,100,0,6,94,0.06,1,0.943396,1,0.056604,0.970874,0.53,1.886792,0.349529
95,100,0,5,95,0.05,1,0.952381,1,0.047619,0.97561,0.525,1.904762,0.355715
96,100,0,4,96,0.04,1,0.961538,1,0.038462,0.980392,0.52,1.923077,0.361488
97,100,0,3,97,0.03,1,0.970874,1,0.029126,0.985222,0.515,1.941748,0.361661
98,100,0,2,98,0.02,1,0.980392,1,0.019608,0.990099,0.51,1.960784,0.384771
99,100,0,1,99,0.01,1,0.990099,1,0.009901,0.995025,0.505,1.980198,0.400366
100,100,0,0,100,0,1,1,1,0,1,0.5,2,0.504828
101,99,1,0,100,0,0.99,1,0.99,0,0.994975,0.495,2,0.509871
102,98,2,0,100,0,0.98,1,0.98,0,0.989899,0.49,2,0.531928
103,97,3,0,100,0,0.97,1,0.97,0,0.984772,0.485,2,0.536642
104,96,4,0,100,0,0.96,1,0.96,0,0.979592,0.48,2,0.543156
105,95,5,0,100,0,0.95,1,0.95,0,0.974359,0.475,2,0.563646
106,94,6,0,100,0,0.94,1,0.94,0,0.969072,0.47,2,0.56744
107,93,7,0,100,0,0.93,1,0.93,0,0.963731,0.465,2,0.578985
108,92,8,0,100,0,0.92,1,0.92,0,0.958333,0.46,2,0.586745
109,91,9,0,100,0,0.91,1,0.91,0,0.95288,0.455,2,0.588387
110,90,10,0,100,0,0.9,1,0.9,0,0.947368,0.45,2,0.60197
111,89,11,0,100,0,0.89,1,0.89,0,0.941799,0.445,2,0.608034
112,88,12,0,100,0,0.88,1,0.88,0,0.93617,0.44,2,0.634728
113,87,13,0,100,0,0.87,1,0.87,0,0.930481,0.435,2,0.638721
114,86,14,0,100,0,0.86,1,0.86,0,0.924731,0.43,2,0.644517
115,85,15,0,100,0,0.85,1,0.85,0,0.918919,0.425,2,0.647145
116,84,16,0,100,0,0.84,1,0.84,0,0.913043,0.42,2,0.649896
117,83,17,0,100,0,0.83,1,0.83,0,0.907104,0.415,2,0.650824
118,82,18,0,100,0,0.82,1,0.82,0,0.901099,0.41,2,0.652798
119,81,19,0,100,0,0.81,1,0.81,0,0.895028,0.405,2,0.657892
120,80,20,0,100,0,0.8,1,0.8,0,0.888889,0.4,2,0.662287
121,79,21,0,100,0,0.79,1,0.79,0,0.882682,0.395,2,0.667354
122,78,22,0,100,0,0.78,1,0.78,0,0.876404,0.39,2,0.671104
123,77,23,0,100,0,0.77,1,0.77,0,0.870056,0.385,2,0.671215
124,76,24,0,100,0,0.76,1,0.76,0,0.863636,0.38,2,0.679102
125,75,25,0,100,0,0.75,1,0.75,0,0.857143,0.375,2,0.682704
126,74,26,0,100,0,0.74,1,0.74,0,0.850575,0.37,2,0.684088
127,73,27,0,100,0,0.73,1,0.73,0,0.843931,0.365,2,0.68743
128,72,28,0,100,0,0.72,1,0.72,0,0.837209,0.36,2,0.6925
129,71,29,0,100,0,0.71,1,0.71,0,0.830409,0.355,2,0.69585
130,70,30,0,100,0,0.7,1,0.7,0,0.823529,0.35,2,0.704697
131,69,31,0,100,0,0.69,1,0.69,0,0.816568,0.345,2,0.721971
132,68,32,0,100,0,0.68,1,0.68,0,0.809524,0.34,2,0.723726
133,67,33,0,100,0,0.67,1,0.67,0,0.802395,0.335,2,0.727288
134,66,34,0,100,0,0.66,1,0.66,0,0.795181,0.33,2,0.729796
135,65,35,0,100,0,0.65,1,0.65,0,0.787879,0.325,2,0.73007
136,64,36,0,100,0,0.64,1,0.64,0,0.780488,0.32,2,0.739928
137,63,37,0,100,0,0.63,1,0.63,0,0.773006,0.315,2,0.743604
138,62,38,0,100,0,0.62,1,0.62,0,0.765432,0.31,2,0.74635
139,61,39,0,100,0,0.61,1,0.61,0,0.757764,0.305,2,0.754857
140,60,40,0,100,0,0.6,1,0.6,0,0.75,0.3,2,0.754912
141,59,41,0,100,0,0.59,1,0.59,0,0.742138,0.295,2,0.755119
142,58,42,0,100,0,0.58,1,0.58,0,0.734177,0.29,2,0.755283
143,57,43,0,100,0,0.57,1,0.57,0,0.726115,0.285,2,0.755936
144,56,44,0,100,0,0.56,1,0.56,0,0.717949,0.28,2,0.755946
145,55,45,0,100,0,0.55,1,0.55,0,0.709677,0.275,2,0.757281
146,54,46,0,100,0,0.54,1,0.54,0,0.701299,0.27,2,0.757709
147,53,47,0,100,0,0.53,1,0.53,0,0.69281,0.265,2,0.759719
148,52,48,0,100,0,0.52,1,0.52,0,0.684211,0.26,2,0.765047
149,51,49,0,100,0,0.51,1,0.51,0,0.675497,0.255,2,0.773814
150,50,50,0,100,0,0.5,1,0.5,0,0.666667,0.25,2,0.775236
151,49,51,0,100,0,0.49,1,0.49,0,0.657718,0.245,2,0.781453
152,48,52,0,100,0,0.48,1,0.48,0,0.648649,0.24,2,0.784111
153,47,53,0,100,0,0.47,1,0.47,0,0.639456,0.235,2,0.793928
154,46,54,0,100,0,0.46,1,0.46,0,0.630137,0.23,2,0.805144
155,45,55,0,100,0,0.45,1,0.45,0,0.62069,0.225,2,0.80912
156,44,56,0,100,0,0.44,1,0.44,0,0.611111,0.22,2,0.809134
157,43,57,0,100,0,0.43,1,0.43,0,0.601399,0.215,2,0.81849
158,42,58,0,100,0,0.42,1,0.42,0,0.591549,0.21,2,0.820867
159,41,59,0,100,0,0.41,1,0.41,0,0.58156,0.205,2,0.823008
160,40,60,0,100,0,0.4,1,0.4,0,0.571429,0.2,2,0.825367
161,39,61,0,100,0,0.39,1,0.39,0,0.561151,0.195,2,0.829005
162,38,62,0,100,0,0.38,1,0.38,0,0.550725,0.19,2,0.831586
163,37,63,0,100,0,0.37,1,0.37,0,0.540146,0.185,2,0.832129
164,36,64,0,100,0,0.36,1,0.36,0,0.529412,0.18,2,0.834486
165,35,65,0,100,0,0.35,1,0.35,0,0.518519,0.175,2,0.836469
166,34,66,0,100,0,0.34,1,0.34,0,0.507463,0.17,2,0.841042
167,33,67,0,100,0,0.33,1,0.33,0,0.496241,0.165,2,0.846174
168,32,68,0,100,0,0.32,1,0.32,0,0.484848,0.16,2,0.858513
169,31,69,0,100,0,0.31,1,0.31,0,0.473282,0.155,2,0.860743
170,30,70,0,100,0,0.3,1,0.3,0,0.461538,0.15,2,0.869383
171,29,71,0,100,0,0.29,1,0.29,0,0.449612,0.145,2,0.874876
172,28,72,0,100,0,0.28,1,0.28,0,0.4375,0.14,2,0.878777
173,27,73,0,100,0,0.27,1,0.27,0,0.425197,0.135,2,0.879047
174,26,74,0,100,0,0.26,1,0.26,0,0.412698,0.13,2,0.879457
175,25,75,0,100,0,0.25,1,0.25,0,0.4,0.125,2,0.882995
176,24,76,0,100,0,0.24,1,0.24,0,0.387097,0.12,2,0.887047
177,23,77,0,100,0,0.23,1,0.23,0,0.373984,0.115,2,0.888197
178,22,78,0,100,0,0.22,1,0.22,0,0.360656,0.11,2,0.889183
179,21,79,0,100,0,0.21,1,0.21,0,0.347107,0.105,2,0.896446
180,20,80,0,100,0,0.2,1,0.2,0,0.333333,0.1,2,0.898489
181,19,81,0,100,0,0.19,1,0.19,0,0.319328,0.095,2,0.900238
182,18,82,0,100,0,0.18,1,0.18,0,0.305085,0.09,2,0.901352
183,17,83,0,100,0,0.17,1,0.17,0,0.290598,0.085,2,0.90865
184,16,84,0,100,0,0.16,1,0.16,0,0.275862,0.08,2,0.908764
185,15,85,0,100,0,0.15,1,0.15,0,0.26087,0.075,2,0.919576
186,14,86,0,100,0,0.14,1,0.14,0,0.245614,0.07,2,0.921351
187,13,87,0,100,0,0.13,1,0.13,0,0.230088,0.065,2,0.92191
188,12,88,0,100,0,0.12,1,0.12,0,0.214286,0.06,2,0.923313
189,11,89,0,100,0,0.11,1,0.11,0,0.198198,0.055,2,0.925136
190,10,90,0,100,0,0.1,1,0.1,0,0.181818,0.05,2,0.926796
191,9,91,0,100,0,0.09,1,0.09,0,0.165138,0.045,2,0.930093
192,8,92,0,100,0,0.08,1,0.08,0,0.148148,0.04,2,0.93503
193,7,93,0,100,0,0.07,1,0.07,0,0.130841,0.035,2,0.935532
194,6,94,0,100,0,0.06,1,0.06,0,0.113208,0.03,2,0.940705
195,5,95,0,100,0,0.05,1,0.05,0,0.095238,0.025,2,0.944435
196,4,96,0,100,0,0.04,1,0.04,0,0.076923,0.02,2,0.956811
197,3,97,0,100,0,0.03,1,0.03,0,0.058252,0.015,2,0.965288
198,2,98,0,100,0,0.02,1,0.02,0,0.039216,0.01,2,0.96983
199,1,99,0,100,0,0.01,1,0.01,0,0.019802,0.005,?,0.970241
200,0,100,0,100,0,0,?,0,?,?,0,?,0.970251
